"","Study Area","Site","Trap Type Code","Trap Type Name","Grid Cell","UTM Zone","Easting","Northing","Longitude","Latitude","General Location","Site Comments","Session","Session Start Date","Visit Start Date","Visit End Date","Nights Deployed","Bait Used","Surveyor","Site Visit Comments","Sample Label","Sample Group","Barb Number","Sample Material","Sample Micro-location","Species Guess","Sample Is Incidental","Species","Species ID Method","Animal ID","Sex","Sample Comment"
"1","Flathead","100A","HR-BA-BS","Hair - barbed wire at bait station",100,11,701283,5438989,-114.24401,49.07084,NA,"Set and checked by truck","FH2007 Session 1","2007-06-12","2007-06-01","2007-06-13",12,NA,"R. Munro","","15006-1a","a",NA,"HA","W","","N","MAMMALIA","","","","unextracted; on barb on coil"
"2","Flathead","100A","HR-BA-BS","Hair - barbed wire at bait station",100,11,701283,5438989,-114.24401,49.07084,NA,"Set and checked by truck","FH2007 Session 1","2007-06-12","2007-06-01","2007-06-13",12,NA,"R. Munro","","15006-2a","a",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"3","Flathead","100A","HR-BA-BS","Hair - barbed wire at bait station",100,11,701283,5438989,-114.24401,49.07084,NA,"Set and checked by truck","FH2007 Session 1","2007-06-12","2007-06-01","2007-06-13",12,NA,"R. Munro","","15006-3x","x",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"4","Flathead","100A","HR-BA-BS","Hair - barbed wire at bait station",100,11,701283,5438989,-114.24401,49.07084,NA,"Set and checked by truck","FH2007 Session 1","2007-06-12","2007-06-01","2007-06-13",12,NA,"R. Munro","","15006-4x","x",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"5","Flathead","100A","HR-BA-BS","Hair - barbed wire at bait station",100,11,701283,5438989,-114.24401,49.07084,NA,"Set and checked by truck","FH2007 Session 1","2007-06-12","2007-06-01","2007-06-13",12,NA,"R. Munro","","15006-5x","x",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"6","Flathead","100A","HR-BA-BS","Hair - barbed wire at bait station",100,11,701283,5438989,-114.24401,49.07084,NA,"Set and checked by truck","FH2007 Session 1","2007-06-12","2007-06-01","2007-06-13",12,NA,"R. Munro","","15006-7s","s",NA,"HA","P","","N","M-URAM","DNA","","","Xblack;"
"7","Flathead","100A","HR-BA-BS","Hair - barbed wire at bait station",100,11,701283,5438989,-114.24401,49.07084,NA,"Set and checked by truck","FH2007 Session 1","2007-06-12","2007-06-01","2007-06-13",12,NA,"R. Munro","","15006-9s","s",NA,"HA","P","","N","M-URAM","DNA","","","Xblack;"
"8","Flathead","100A","HR-BA-BS","Hair - barbed wire at bait station",100,11,701283,5438989,-114.24401,49.07084,NA,"Set and checked by truck","FH2007 Session 1","2007-06-12","2007-06-01","2007-06-13",12,NA,"R. Munro","","15006-8s","s",NA,"HA","P","","N","MAMMALIA","","","","unextracted;"
"9","Flathead","100A","HR-BA-BS","Hair - barbed wire at bait station",100,11,701283,5438989,-114.24401,49.07084,NA,"Set and checked by truck","FH2007 Session 1","2007-06-12","2007-06-01","2007-06-13",12,NA,"R. Munro","","15006-10s","s",NA,"HA","P","","N","MAMMALIA","","","","unextracted;"
"10","Flathead","100A","HR-BA-BS","Hair - barbed wire at bait station",100,11,701283,5438989,-114.24401,49.07084,NA,"Set and checked by truck","FH2007 Session 1","2007-06-12","2007-06-01","2007-06-13",12,NA,"R. Munro","","15006-6s","s",NA,"HA","P","","N","MAMMALIA","","","","unextracted;"
"11","Flathead","100B","HR-BA-BS","Hair - barbed wire at bait station",100,11,706088,5443777,-114.17586,49.11226,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed a bit","15148-2a","a",NA,"HA","W","M-URAM","N","M-URAM","DNA","","","Xblack;"
"12","Flathead","100B","HR-BA-BS","Hair - barbed wire at bait station",100,11,706088,5443777,-114.17586,49.11226,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed a bit","15148-4t","t",NA,"HA","T","M-URAM","N","M-URAM","DNA","","","Xblack;"
"13","Flathead","100B","HR-BA-BS","Hair - barbed wire at bait station",100,11,706088,5443777,-114.17586,49.11226,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed a bit","15148-1a","a",NA,"HA","W","M-URAM","N","MAMMALIA","","","","unextracted;"
"14","Flathead","100B","HR-BA-BS","Hair - barbed wire at bait station",100,11,706088,5443777,-114.17586,49.11226,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-14","2007-06-28",14,NA,"A. Lorincz","bait pile disturbed a bit","15148-3x","x",NA,"HA","W","M-URAM","N","M-URAM","DNA","","","Xblack;"
"15","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-10x","x",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"16","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-6b","b",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"17","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-2a","a",NA,"HA","W","","N","MAMMALIA","","","","Xinadequate;"
"18","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-3a","a",NA,"HA","W","","N","MAMMALIA","","","","Xinadequate;"
"19","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-7x","x",NA,"HA","W","","N","MAMMALIA","","","","Xinadequate;"
"20","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-13s","s",NA,"HA","P","","N","M-URAM","DNA","","","Xblack;"
"21","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-12s","s",NA,"HA","P","","N","MAMMALIA","","","","unextracted;"
"22","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-9c","c",NA,"HA","W","","N","MAMMALIA","","","","unextracted;"
"23","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-4x","x",NA,"HA","W","","N","MAMMALIA","","","","Xinadequate;"
"24","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-11x","x",NA,"HA","W","","N","M-URAM","VI","","","Xspecies;"
"25","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-8c","c",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"26","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-5b","b",NA,"HA","W","","N","MAMMALIA","","","","Xinadequate;"
"27","Flathead","100C","HR-BA-BS","Hair - barbed wire at bait station",100,11,706426,5439274,-114.17354,49.07169,NA,"Set and checked by truck","FH2007 Session 3","2007-07-10","2007-06-27","2007-07-11",14,NA,"R. Munro","","15049-1x","x",NA,"HA","W","","N","MAMMALIA","","","","Xinadequate;"
"28","Flathead","100D","HR-BA-BS","Hair - barbed wire at bait station",100,11,704068,5440982,-114.20492,49.08783,NA,"Set and checked by truck","FH2007 Session 4","2007-07-26","2007-07-11","2007-07-26",15,NA,"R. Munro","","15069-2a","a",NA,"HA","W","","N","MAMMALIA","","","","Xinadequate;"
"29","Flathead","100D","HR-BA-BS","Hair - barbed wire at bait station",100,11,704068,5440982,-114.20492,49.08783,NA,"Set and checked by truck","FH2007 Session 4","2007-07-26","2007-07-11","2007-07-26",15,NA,"R. Munro","","15069-1a","a",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"30","Flathead","108A","HR-BA-BS","Hair - barbed wire at bait station",108,11,643665,5431808,-115.03489,49.02242,NA,"Set and checked by quad","FH2007 Session 1","2007-06-12","2007-06-04","2007-06-19",15,NA,"J. Minifie","","14778-1x","x",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"31","Flathead","108A","HR-BA-BS","Hair - barbed wire at bait station",108,11,643665,5431808,-115.03489,49.02242,NA,"Set and checked by quad","FH2007 Session 1","2007-06-12","2007-06-04","2007-06-19",15,NA,"J. Minifie","","14778-2s","s",NA,"HA","P","M-URAR","N","M-URAM","DNA","","","Xblack;"
"32","Flathead","108C","HR-BA-BS","Hair - barbed wire at bait station",108,11,642921,5435678,-115.04369,49.05738,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14832-5x","x",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xbomb;"
"33","Flathead","108C","HR-BA-BS","Hair - barbed wire at bait station",108,11,642921,5435678,-115.04369,49.05738,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14832-2a","a",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"34","Flathead","108C","HR-BA-BS","Hair - barbed wire at bait station",108,11,642921,5435678,-115.04369,49.05738,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14832-6x","x",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"35","Flathead","108C","HR-BA-BS","Hair - barbed wire at bait station",108,11,642921,5435678,-115.04369,49.05738,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14832-7s","s",NA,"HA","P","M-URAR","N","MAMMALIA","","","","Xspecies;"
"36","Flathead","108C","HR-BA-BS","Hair - barbed wire at bait station",108,11,642921,5435678,-115.04369,49.05738,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14832-3b","b",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"37","Flathead","108C","HR-BA-BS","Hair - barbed wire at bait station",108,11,642921,5435678,-115.04369,49.05738,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14832-1a","a",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"38","Flathead","108C","HR-BA-BS","Hair - barbed wire at bait station",108,11,642921,5435678,-115.04369,49.05738,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14832-4b","b",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"39","Flathead","108D","HR-BA-BS","Hair - barbed wire at bait station",108,11,644407,5434649,-115.02373,49.04778,NA,"Set and checked by quad","FH2007 Session 4","2007-07-26","2007-07-14","2007-07-27",13,NA,"J. Minifie","","15504-1x","x",NA,"HA","W","","N","M-URAM","DNA","","","Xblack;"
"40","Flathead","108D","HR-BA-BS","Hair - barbed wire at bait station",108,11,644407,5434649,-115.02373,49.04778,NA,"Set and checked by quad","FH2007 Session 4","2007-07-26","2007-07-14","2007-07-27",13,NA,"J. Minifie","","15504-2s","s",NA,"HA","P","","N","M-URAM","DNA","","","Xblack;"
"41","Flathead","108D","HR-BA-BS","Hair - barbed wire at bait station",108,11,644407,5434649,-115.02373,49.04778,NA,"Set and checked by quad","FH2007 Session 4","2007-07-26","2007-07-14","2007-07-27",13,NA,"J. Minifie","","15504-3s","s",NA,"HA","P","","N","MAMMALIA","","","","Xinadequate;"
"42","Flathead","109A","HR-BA-BS","Hair - barbed wire at bait station",109,11,646284,5431118,-114.99933,49.0156,NA,"Set and checked by quad","FH2007 Session 1","2007-06-12","2007-06-04","2007-06-19",15,NA,"J. Minifie","","","",NA,"","","","","NULL","","","",""
"43","Flathead","109B","HR-BA-BS","Hair - barbed wire at bait station",109,11,651493,5434397,-114.92691,49.04382,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-18","2007-07-01",13,NA,"A. Lorincz","bait pile disturbed a bit","15169-2x","x",NA,"HA","W","M-URAR","N","M-URAR","DNA","15169-2x","F","sample;"
"44","Flathead","109B","HR-BA-BS","Hair - barbed wire at bait station",109,11,651493,5434397,-114.92691,49.04382,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-18","2007-07-01",13,NA,"A. Lorincz","bait pile disturbed a bit","15169-3t","t",NA,"HA","T","M-URAR","N","M-URAM","DNA","","","Xblack;"
"45","Flathead","109B","HR-BA-BS","Hair - barbed wire at bait station",109,11,651493,5434397,-114.92691,49.04382,NA,"Set and checked by helicopter","FH2007 Session 2","2007-06-26","2007-06-18","2007-07-01",13,NA,"A. Lorincz","bait pile disturbed a bit","15169-1x","x",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xmixed;"
"46","Flathead","109C","HR-BA-BS","Hair - barbed wire at bait station",109,11,651996,5431283,-114.9212,49.0157,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14833-1x","x",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"47","Flathead","109C","HR-BA-BS","Hair - barbed wire at bait station",109,11,651996,5431283,-114.9212,49.0157,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14833-5a","a",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"48","Flathead","109C","HR-BA-BS","Hair - barbed wire at bait station",109,11,651996,5431283,-114.9212,49.0157,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14833-6v","v",NA,"HA","G","M-URAR","N","M-URAM","DNA","","","Xblack; under a's"
"49","Flathead","109C","HR-BA-BS","Hair - barbed wire at bait station",109,11,651996,5431283,-114.9212,49.0157,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14833-7b","b",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"50","Flathead","109C","HR-BA-BS","Hair - barbed wire at bait station",109,11,651996,5431283,-114.9212,49.0157,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14833-2x","x",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"51","Flathead","109C","HR-BA-BS","Hair - barbed wire at bait station",109,11,651996,5431283,-114.9212,49.0157,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14833-9s","s",NA,"HA","P","M-URAR","N","MAMMALIA","","","","unextracted;"
"52","Flathead","109C","HR-BA-BS","Hair - barbed wire at bait station",109,11,651996,5431283,-114.9212,49.0157,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14833-10s","s",NA,"HA","P","M-URAR","N","M-URAM","DNA","","","Xblack;"
"53","Flathead","109C","HR-BA-BS","Hair - barbed wire at bait station",109,11,651996,5431283,-114.9212,49.0157,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14833-8b","b",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"54","Flathead","109C","HR-BA-BS","Hair - barbed wire at bait station",109,11,651996,5431283,-114.9212,49.0157,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14833-3v","v",NA,"HA","G","M-URAR","N","M-URAM","DNA","","","Xblack; under 2x"
"55","Flathead","109C","HR-BA-BS","Hair - barbed wire at bait station",109,11,651996,5431283,-114.9212,49.0157,NA,"Set and checked by quad","FH2007 Session 3","2007-07-10","2007-07-02","2007-07-14",12,NA,"J. Minifie","","14833-4a","a",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"56","Flathead","109D","HR-BA-BS","Hair - barbed wire at bait station",109,11,647984,5431577,-114.97593,49.01932,NA,"Set and checked by quad","FH2007 Session 4","2007-07-26","2007-07-14","2007-07-27",13,NA,"J. Minifie","","15505-1s","s",NA,"HA","P","","N","MAMMALIA","","","","Xbomb;"
"57","Flathead","10A","HR-BA-BS","Hair - barbed wire at bait station",10,11,664434,5489814,-114.72717,49.5386,NA,"Set and checked by quad","FH2007 Session 1","2007-06-12","2007-06-06","2007-06-17",11,NA,"J. Minifie","","14772-2x","x",NA,"HA","W","M-URAM","N","M-URAM","DNA","","","Xblack;"
"58","Flathead","10A","HR-BA-BS","Hair - barbed wire at bait station",10,11,664434,5489814,-114.72717,49.5386,NA,"Set and checked by quad","FH2007 Session 1","2007-06-12","2007-06-06","2007-06-17",11,NA,"J. Minifie","","14772-1x","x",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"59","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-12v","v",NA,"HA","G","M-URAR","N","M-URAM","DNA","","","Xblack; under 10d"
"60","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-6v","v",NA,"HA","G","M-URAR","N","MAMMALIA","","","","unextracted; under 5b"
"61","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-4b","b",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"62","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-31x","x",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"63","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-23v","v",NA,"HA","G","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"64","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-26f","f",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"65","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-34s","s",NA,"HA","P","M-URAR","N","M-URAR","DNA","14795-2a","F","sample;"
"66","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-22x","x",NA,"HA","W","M-URAR","N","M-URAR","DNA","14795-30r","M","sample;"
"67","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-16e","e",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"68","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-13e","e",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"69","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-18v","v",NA,"HA","G","M-URAR","N","MAMMALIA","","","","unextracted; under 16e"
"70","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-10d","d",NA,"HA","W","M-URAR","N","M-URAR","DNA","14795-2a","F","sample;"
"71","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-2a","a",NA,"HA","W","M-URAR","N","M-URAR","DNA","14795-2a","F","sample;"
"72","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-32x","x",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"73","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-21v","v",NA,"HA","G","M-URAR","N","MAMMALIA","","","","Xbomb; under 20x"
"74","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-15e","e",NA,"HA","W","M-URAR","N","M-URAR","DNA","4875","M","sample; Animal ID in 2007 was 15121-18t"
"75","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-19v","v",NA,"HA","G","M-URAR","N","URSUS","DNA","","","Xmixed; under 20x"
"76","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-1x","x",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xinadequate;"
"77","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-28g","g",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"78","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-5b","b",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xbomb;"
"79","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-3a","a",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"80","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-30r","r",NA,"HA","R","M-URAR","N","M-URAR","DNA","14795-30r","M","sample;"
"81","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-29g","g",NA,"HA","W","M-URAR","N","MAMMALIA","","","","Xbomb;"
"82","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-25f","f",NA,"HA","W","M-URAR","N","M-URAM","DNA","","","Xblack;"
"83","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-24f","f",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
"84","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-20x","x",NA,"HA","W","M-URAR","N","M-URAR","DNA","14795-30r","M","sample;"
"85","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-9c","c",NA,"HA","W","M-URAR","N","M-URAR","DNA","14795-30r","M","sample;"
"86","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-33s","s",NA,"HA","P","M-URAR","N","MAMMALIA","","","","unextracted;"
"87","Flathead","10B","HR-BA-BS","Hair - barbed wire at bait station",10,11,667048,5492830,-114.68979,49.56499,NA,"Set and checked by quad","FH2007 Session 2","2007-06-26","2007-06-15","2007-06-28",13,NA,"J. Minifie","","14795-11d","d",NA,"HA","W","M-URAR","N","MAMMALIA","","","","unextracted;"
