#detector,X,Y,usage,trap
s0139,1812349,587174,31 18 16 22 13,/rt
s0143,1816719,567016,31 28 44 43 20,/rt
s0145,1817733,567109,31 28 44 43 20,/rt
s0160,1816699,567629,31 28 44 43 20,/rt
s0193,1805693,601311,31 36 25 43 26,/rt
s0195,1784039,564763,31 27 41 27 0,/rt
s0240,1816709,567862,31 28 44 43 20,/rt
s0243,1812422,587171,31 24 16 34 13,/rt
s0301,1784711,571160,31 27 41 27 0,/rt
s0303,1783846,570799,31 27 41 27 0,/rt
s0306,1783672,568960,31 27 41 27 0,/rt
s0308,1783846,566260,31 27 41 27 0,/rt
s0311,1783910,564953,31 27 41 27 0,/rt
s0312,1784127,563671,0 30 41 27 0,/rt
s0314,1782953,561357,31 27 41 27 0,/rt
s0317,1783828,565553,31 27 41 27 0,/rt
s0340,1813120,566989,31 28 44 43 20,/rt
s0347,1793797,590493,0 25 25 41 24,/rt
s0352,1792669,590604,31 25 25 41 24,/rt
s0353,1792301,590712,31 25 25 41 24,/rt
s0355,1791294,591554,31 25 25 41 24,/rt
s0357,1790476,592417,31 25 25 41 24,/rt
s0358,1789940,594591,31 25 25 41 24,/rt
s0359,1790317,592874,31 25 25 41 24,/rt
s0360,1790567,592183,31 25 25 41 24,/rt
s0371,1783794,570442,31 27 41 27 0,/rt
s0470,1785793,595797,31 25 25 41 24,/rt
s0471,1789358,595777,31 25 25 41 24,/rt
s0638,1800386,617634,0 0 29 35 29,/rt
s0639,1800439,617621,0 0 29 35 29,/rt
s0640,1803319,596805,31 36 25 43 26,/rt
s0641,1803640,596074,31 36 25 43 26,/rt
s0642,1804124,595419,31 36 25 43 26,/rt
s0643,1805464,591691,31 36 25 43 26,/rt
s0705,1804009,600650,31 36 25 43 26,/rt
s0759,1800170,617621,0 0 29 35 29,/rt
s0762,1790191,602996,31 27 25 44 25,/rt
s0763,1789221,603333,31 27 25 44 25,/rt
s0764,1788149,603580,31 27 25 44 25,/rt
s0765,1804523,600988,31 36 25 43 26,/rt
s0766,1804769,602365,31 36 25 43 26,/rt
s0873,1789735,603117,31 27 25 44 25,/rt
