#detector,X,Y,usage,trap
s0139,1812349,587174,31 9 13 6 20,/rt
s0140,1785124,571361,31 37 23 25 17,/rt
s0143,1816719,567016,31 46 33 28 36,/rt
s0145,1817733,567109,31 46 33 28 36,/rt
s0160,1816699,567629,31 46 33 28 36,/rt
s0193,1805693,601311,31 35 40 31 35,/rt
s0195,1784039,564763,31 37 23 46 17,/rt
s0196,1783619,562295,0 30 23 46 17,/rt
s0240,1816709,567862,31 46 33 28 36,/rt
s0243,1812422,587171,31 24 29 7 20,/rt
s0301,1784711,571160,31 36 23 25 17,/rt
s0303,1783846,570799,31 37 23 21 17,/rt
s0306,1783672,568960,31 37 23 25 17,/rt
s0308,1783846,566260,0 30 23 46 17,/rt
s0310,1783843,565432,0 30 23 46 17,/rt
s0311,1783910,564953,0 30 23 46 17,/rt
s0312,1784127,563671,0 30 23 46 17,/rt
s0313,1783583,563025,0 30 23 46 17,/rt
s0314,1782953,561357,0 30 23 46 17,/rt
s0317,1783828,565553,0 30 23 46 17,/rt
s0339,1812739,566325,31 46 33 31 23,/rt
s0340,1813120,566989,31 46 33 31 23,/rt
s0347,1793797,590493,13 13 28 33 41,/rt
s0348,1793771,590493,13 13 28 33 41,/rt
s0349,1793619,590503,13 13 28 33 41,/rt
s0352,1792669,590604,31 13 28 33 41,/rt
s0353,1792301,590712,13 13 28 33 41,/rt
s0355,1791294,591554,13 13 28 33 41,/rt
s0357,1790476,592417,31 13 28 33 41,/rt
s0358,1789940,594591,13 13 28 33 41,/rt
s0359,1790317,592874,31 13 28 33 41,/rt
s0360,1790567,592183,31 13 28 33 41,/rt
s0371,1783794,570442,31 37 23 25 17,/rt
s0470,1785793,595797,13 13 28 33 41,/rt
s0471,1789358,595777,13 13 28 33 41,/rt
s0488,1784343,563823,0 30 23 46 17,/rt
s0640,1803319,596805,31 35 40 31 35,/rt
s0641,1803640,596074,31 35 40 31 35,/rt
s0642,1804124,595419,31 35 40 31 35,/rt
s0643,1805464,591691,31 35 40 31 35,/rt
s0705,1804009,600650,31 35 40 31 35,/rt
s0762,1790191,602996,31 33 35 27 29,/rt
s0763,1789221,603333,31 33 35 27 29,/rt
s0764,1788149,603580,31 33 40 22 29,/rt
s0765,1804523,600988,31 35 40 31 35,/rt
s0766,1804769,602365,31 35 40 31 35,/rt
s0873,1789735,603117,31 33 35 29 27,/rt
s0933,1783824,565661,0 30 23 46 17,/rt
s0934,1783827,565642,0 30 23 46 17,/rt
s1018,1790631,592077,31 13 28 33 41,/rt
s1019,1785427,595533,13 13 28 33 41,/rt
s1022,1809607,591845,31 9 13 7 20,/rt
s1024,1786749,596065,31 13 28 33 41,/rt
s1025,1783803,569252,31 37 23 21 17,/rt
s1028,1783888,565205,0 30 23 46 17,/rt
s1029,1784302,564089,0 30 23 46 17,/rt
s1030,1783323,561606,0 30 23 46 17,/rt
s1056,1806621,573322,31 24 37 36 28,/rt
s1057,1807507,569465,31 24 37 36 28,/rt
s1058,1807661,568500,16 24 37 36 28,/rt
s1059,1808874,561547,31 24 37 35 29,/rt
s1060,1809307,560536,31 24 37 35 29,/rt
s1061,1810360,559046,17 23 37 36 28,/rt
s1062,1807214,564638,31 24 37 36 28,/rt
s1063,1807275,565175,16 24 37 35 29,/rt
s1064,1806991,564377,31 24 37 36 28,/rt
s1065,1805830,563608,31 24 37 36 0,/rt
s1066,1807014,565753,31 24 0 0 0,/rt
s1069,1793669,604237,31 33 35 27 29,/rt
s1070,1792458,604815,31 33 35 27 29,/rt
s1071,1792266,605059,31 33 40 22 29,/rt
s1072,1792027,605704,31 33 40 22 29,/rt
s1073,1785266,609179,31 27 30 31 27,/rt
s1074,1787046,610387,31 28 30 31 27,/rt
s1075,1787209,610412,31 28 30 31 27,/rt
s1076,1788194,610844,31 28 30 31 27,/rt
s1077,1789160,610660,31 27 30 31 27,/rt
s1078,1790584,608125,31 28 30 31 27,/rt
s1079,1790673,607926,31 28 30 31 27,/rt
s1083,1787938,622442,31 28 31 30 27,/rt
s1084,1790048,624731,31 29 29 31 27,/rt
s1085,1789022,627838,31 26 29 31 27,/rt
s1086,1789085,629136,31 29 29 31 27,/rt
s1090,1802612,561604,30 24 37 0 0,/rt
s1091,1798754,581851,31 33 57 21 31,/rt
s1092,1798661,582578,31 33 57 21 31,/rt
s1093,1798497,584078,31 33 57 21 31,/rt
s1094,1799286,586520,31 34 44 33 31,/rt
s1095,1798972,586196,31 34 56 21 31,/rt
s1096,1798483,584901,31 34 56 21 31,/rt
s1151,1793368,561228,31 0 39 42 17,/rt
s1152,1793505,561388,31 0 39 42 17,/rt
s1157,1808331,562189,31 24 37 0 0,/rt
s1175,1784394,563827,0 30 23 46 17,/rt
s1179,1788671,603406,31 33 35 29 27,/rt
s1182,1783776,570935,31 37 23 21 17,/rt
s1183,1783597,562682,0 30 23 46 17,/rt
s1186,1783855,566880,0 0 31 46 17,/rt
s1187,1783826,563427,0 0 31 46 17,/rt
s1194,1794558,600174,31 41 0 34 0,/rt
s1195,1790895,591883,7 13 28 33 41,/rt
s1196,1789800,591055,7 13 28 33 41,/rt
s1197,1789328,590625,7 13 28 37 37,/rt
